"id","offer","offer_value","rpe","vpe","ape","choice"
"6292289391b6a2c1033653c8","offer17","0.2",-0.05,-4,-3,"0"
"6292289391b6a2c1033653c8","offer18","0.4",0.1,7,-1,"0"
"6292289391b6a2c1033653c8","offer19","0.35",0.05,23,-1,"0"
"6292289391b6a2c1033653c8","offer20","0.35",-0.05,19,2,"0"
"55900dcffdf99b3f7aada3f5","offer1","0.15",-0.35,-254,-32,"1"
"55900dcffdf99b3f7aada3f5","offer2","0.3",-0.2,-239,-39,"1"
"55900dcffdf99b3f7aada3f5","offer3","0.5",0,30,19,"0"
"55900dcffdf99b3f7aada3f5","offer4","0.5",0,29,39,"0"
"55900dcffdf99b3f7aada3f5","offer5","0.25",-0.25,-235,-32,"1"
"55900dcffdf99b3f7aada3f5","offer6","0.45",-0.05,-49,-43,"0"
"55900dcffdf99b3f7aada3f5","offer7","0.35",-0.15,-248,-88,"1"
"55900dcffdf99b3f7aada3f5","offer8","0.15",-0.35,-255,4,"1"
"55900dcffdf99b3f7aada3f5","offer9","0.4",-0.1,-216,-73,"1"
"55900dcffdf99b3f7aada3f5","offer10","0.05",-0.45,-292,-50,"1"
"55900dcffdf99b3f7aada3f5","offer11","0.45",-0.05,-73,-75,"0"
"55900dcffdf99b3f7aada3f5","offer12","0.3",-0.2,-248,-13,"1"
"55900dcffdf99b3f7aada3f5","offer13","0.1",-0.4,-247,-59,"1"
"55900dcffdf99b3f7aada3f5","offer14","0.2",-0.3,-225,-18,"1"
"55900dcffdf99b3f7aada3f5","offer15","0.2",-0.3,-254,-46,"1"
"55900dcffdf99b3f7aada3f5","offer16","0.35",-0.15,-210,-27,"1"
"55900dcffdf99b3f7aada3f5","offer17","0.05",-0.45,-249,-44,"1"
"55900dcffdf99b3f7aada3f5","offer18","0.1",-0.4,-265,-6,"1"
"55900dcffdf99b3f7aada3f5","offer19","0.4",-0.1,-214,-52,"1"
"55900dcffdf99b3f7aada3f5","offer20","0.25",-0.25,-226,-58,"1"
"546e3778fdf99b2bc7ebcff6","offer1","0.05",-0.35,-4,113,"1"
"546e3778fdf99b2bc7ebcff6","offer2","0.35",-0.15,-6,3,"0"
"546e3778fdf99b2bc7ebcff6","offer3","0.25",-0.2,-194,-92,"0"
"546e3778fdf99b2bc7ebcff6","offer4","0.3",-0.15,-12,-9,"0"
"546e3778fdf99b2bc7ebcff6","offer5","0.15",-0.2,-75,-188,"0"
"546e3778fdf99b2bc7ebcff6","offer6","0.4",-0.1,-115,5,"0"
"546e3778fdf99b2bc7ebcff6","offer7","0.2",-0.3,-427,3,"0"
"546e3778fdf99b2bc7ebcff6","offer8","0.4",-0.05,172,22,"0"
"546e3778fdf99b2bc7ebcff6","offer9","0.05",-0.2,-72,-3,"1"
"546e3778fdf99b2bc7ebcff6","offer10","0.3",-0.2,-184,174,"0"
"546e3778fdf99b2bc7ebcff6","offer11","0.5",0.05,3,-2,"0"
"546e3778fdf99b2bc7ebcff6","offer12","0.45",0.1,-21,0,"0"
"546e3778fdf99b2bc7ebcff6","offer13","0.1",-0.4,-27,-3,"0"
"546e3778fdf99b2bc7ebcff6","offer14","0.35",0,-13,-6,"0"
"546e3778fdf99b2bc7ebcff6","offer15","0.45",0.1,-9,1,"0"
"546e3778fdf99b2bc7ebcff6","offer16","0.25",-0.2,-216,-5,"0"
"546e3778fdf99b2bc7ebcff6","offer17","0.1",-0.3,-303,-1,"1"
"546e3778fdf99b2bc7ebcff6","offer18","0.15",-0.35,-396,5,"1"
"546e3778fdf99b2bc7ebcff6","offer19","0.5",0.05,-189,155,"0"
"546e3778fdf99b2bc7ebcff6","offer20","0.2",-0.3,-423,6,"1"
"64a2be5c2053c3002cf8bbfc","offer1","0.1",-0.4,-470,128,"1"
"64a2be5c2053c3002cf8bbfc","offer2","0.35",-0.15,-468,9,"1"
"64a2be5c2053c3002cf8bbfc","offer3","0.25",-0.25,-480,147,"1"
"64a2be5c2053c3002cf8bbfc","offer4","0.5",0,13,164,"0"
"64a2be5c2053c3002cf8bbfc","offer5","0.45",-0.05,-485,-4,"1"
"64a2be5c2053c3002cf8bbfc","offer6","0.2",-0.3,-482,55,"1"
"64a2be5c2053c3002cf8bbfc","offer7","0.15",-0.35,-487,67,"1"
"64a2be5c2053c3002cf8bbfc","offer8","0.3",-0.2,-487,76,"1"
"64a2be5c2053c3002cf8bbfc","offer9","0.35",-0.15,-481,38,"1"
"64a2be5c2053c3002cf8bbfc","offer10","0.15",-0.35,-480,185,"1"
"64a2be5c2053c3002cf8bbfc","offer11","0.25",-0.25,-481,157,"1"
"64a2be5c2053c3002cf8bbfc","offer12","0.05",-0.45,-478,132,"1"
"64a2be5c2053c3002cf8bbfc","offer13","0.1",-0.4,-487,147,"1"
"64a2be5c2053c3002cf8bbfc","offer14","0.3",-0.2,-485,95,"1"
"64a2be5c2053c3002cf8bbfc","offer15","0.2",-0.3,-480,144,"1"
"64a2be5c2053c3002cf8bbfc","offer16","0.4",-0.1,-459,0,"1"
"64a2be5c2053c3002cf8bbfc","offer17","0.4",-0.1,-468,9,"1"
"64a2be5c2053c3002cf8bbfc","offer18","0.05",-0.45,-481,140,"1"
"64a2be5c2053c3002cf8bbfc","offer19","0.45",-0.05,-467,4,"1"
"64a2be5c2053c3002cf8bbfc","offer20","0.5",0,9,153,"0"
"63a9a8f2f098b7e45bd03721","offer1","0.45",0.2,130,184,"0"
"63a9a8f2f098b7e45bd03721","offer2","0.45",0.05,51,117,"0"
"63a9a8f2f098b7e45bd03721","offer3","0.15",0,96,-1,"0"
"63a9a8f2f098b7e45bd03721","offer4","0.05",-0.45,-402,-114,"0"
"63a9a8f2f098b7e45bd03721","offer5","0.25",-0.15,-146,-33,"0"
"63a9a8f2f098b7e45bd03721","offer6","0.2",-0.1,-90,1,"0"
"63a9a8f2f098b7e45bd03721","offer7","0.35",0.25,182,63,"0"
"63a9a8f2f098b7e45bd03721","offer8","0.5",0.4,202,214,"0"
"63a9a8f2f098b7e45bd03721","offer9","0.4",0,21,55,"0"
"63a9a8f2f098b7e45bd03721","offer10","0.3",-0.2,-170,-5,"0"
"63a9a8f2f098b7e45bd03721","offer11","0.15",-0.15,-80,3,"0"
"63a9a8f2f098b7e45bd03721","offer12","0.5",0.4,234,224,"0"
"63a9a8f2f098b7e45bd03721","offer13","0.05",-0.1,-40,1,"0"
"63a9a8f2f098b7e45bd03721","offer14","0.25",-0.15,-252,-4,"0"
"63a9a8f2f098b7e45bd03721","offer15","0.35",0.25,164,39,"0"
"63a9a8f2f098b7e45bd03721","offer16","0.1",-0.4,-417,-106,"0"
"63a9a8f2f098b7e45bd03721","offer17","0.3",-0.1,-33,8,"0"
"63a9a8f2f098b7e45bd03721","offer18","0.4",0.25,226,6,"0"
"63a9a8f2f098b7e45bd03721","offer19","0.1",-0.1,-11,1,"0"
"63a9a8f2f098b7e45bd03721","offer20","0.2",-0.05,62,6,"0"
"5b233660648d5b0001b7de87","offer1","0.15",-0.1,-80,26,"0"
"5b233660648d5b0001b7de87","offer2","0.25",0,32,-48,"0"
"5b233660648d5b0001b7de87","offer3","0.4",0.15,-76,-60,"0"
"5b233660648d5b0001b7de87","offer4","0.05",-0.3,2,-228,"0"
"5b233660648d5b0001b7de87","offer5","0.4",0.15,-166,-96,"0"
"5b233660648d5b0001b7de87","offer6","0.2",-0.05,-184,-62,"0"
"5b233660648d5b0001b7de87","offer7","0.25",0.15,-16,60,"0"
"5b233660648d5b0001b7de87","offer8","0.5",0.25,-104,-117,"0"
"5b233660648d5b0001b7de87","offer9","0.05",-0.15,-160,-186,"1"
"5b233660648d5b0001b7de87","offer10","0.2",0.1,-76,74,"0"
"5b233660648d5b0001b7de87","offer11","0.1",-0.15,-110,-156,"0"
"5b233660648d5b0001b7de87","offer12","0.1",-0.15,76,-182,"0"
"5b233660648d5b0001b7de87","offer13","0.5",0.2,-138,-78,"0"
"5b233660648d5b0001b7de87","offer14","0.3",0,-36,-14,"0"
"5b233660648d5b0001b7de87","offer15","0.35",0,70,84,"0"
"5b233660648d5b0001b7de87","offer16","0.3",0,88,28,"0"
"5b233660648d5b0001b7de87","offer17","0.45",0.2,-22,114,"0"
"5b233660648d5b0001b7de87","offer18","0.35",0.25,48,65,"0"
"5b233660648d5b0001b7de87","offer19","0.15",-0.15,-142,-170,"0"
"5b233660648d5b0001b7de87","offer20","0.45",0.15,-82,-104,"0"
"61539b3fa541b182c0fadde1","offer1","0.2",-0.05,-231,-71,"0"
"61539b3fa541b182c0fadde1","offer2","0.5",0.35,134,135,"0"
"61539b3fa541b182c0fadde1","offer3","0.45",0.3,186,91,"0"
"61539b3fa541b182c0fadde1","offer4","0.25",-0.25,-156,-124,"0"
"61539b3fa541b182c0fadde1","offer5","0.15",-0.35,-226,-79,"0"
"61539b3fa541b182c0fadde1","offer6","0.25",-0.15,-57,-40,"0"
"61539b3fa541b182c0fadde1","offer7","0.15",-0.05,-174,-46,"0"
"61539b3fa541b182c0fadde1","offer8","0.4",0.25,77,72,"0"
"61539b3fa541b182c0fadde1","offer9","0.35",-0.1,59,-84,"0"
"61539b3fa541b182c0fadde1","offer10","0.2",-0.2,7,-18,"0"
"61539b3fa541b182c0fadde1","offer11","0.1",-0.1,-222,-31,"0"
"61539b3fa541b182c0fadde1","offer12","0.1",-0.05,-22,6,"0"
"61539b3fa541b182c0fadde1","offer13","0.3",0.1,10,-20,"0"
"61539b3fa541b182c0fadde1","offer14","0.5",0,46,6,"0"
"61539b3fa541b182c0fadde1","offer15","0.35",0.1,115,59,"0"
"61539b3fa541b182c0fadde1","offer16","0.05",-0.35,-240,-129,"1"
"61539b3fa541b182c0fadde1","offer17","0.4",0,33,31,"0"
"61539b3fa541b182c0fadde1","offer18","0.45",0.35,177,173,"0"
"61539b3fa541b182c0fadde1","offer19","0.05",-0.35,-257,-74,"0"
"61539b3fa541b182c0fadde1","offer20","0.3",-0.1,44,-32,"0"
"652423321917b76cf71dfbbd","offer1","0.25",-0.25,-367,2,"0"
"652423321917b76cf71dfbbd","offer2","0.3",-0.2,-148,5,"0"
"652423321917b76cf71dfbbd","offer3","0.05",-0.45,-397,-1,"0"
"652423321917b76cf71dfbbd","offer4","0.2",-0.3,-389,4,"0"
"652423321917b76cf71dfbbd","offer5","0.5",0,-3,2,"0"
"652423321917b76cf71dfbbd","offer6","0.15",-0.35,-393,0,"0"
"652423321917b76cf71dfbbd","offer7","0.05",-0.45,-423,-1,"0"
"652423321917b76cf71dfbbd","offer8","0.35",-0.15,-361,-2,"0"
"652423321917b76cf71dfbbd","offer9","0.45",-0.05,-17,4,"0"
"652423321917b76cf71dfbbd","offer10","0.35",-0.15,-56,-2,"0"
"652423321917b76cf71dfbbd","offer11","0.15",-0.35,-355,5,"0"
"652423321917b76cf71dfbbd","offer12","0.1",-0.4,-426,7,"0"
"652423321917b76cf71dfbbd","offer13","0.1",-0.4,-430,2,"0"
"652423321917b76cf71dfbbd","offer14","0.4",-0.1,-40,-5,"0"
"652423321917b76cf71dfbbd","offer15","0.45",-0.05,-423,-1,"0"
"652423321917b76cf71dfbbd","offer16","0.3",-0.2,-166,0,"0"
"652423321917b76cf71dfbbd","offer17","0.25",-0.25,-380,0,"0"
"652423321917b76cf71dfbbd","offer18","0.4",-0.1,-30,2,"0"
"652423321917b76cf71dfbbd","offer19","0.5",0,3,-3,"0"
"652423321917b76cf71dfbbd","offer20","0.2",-0.3,-392,-3,"0"
"637656f618065b68614915b0","offer1","0.15",-0.2,-332,4,"1"
"637656f618065b68614915b0","offer2","0.1",-0.25,-38,-4,"1"
"637656f618065b68614915b0","offer3","0.45",0.1,476,-241,"0"
"637656f618065b68614915b0","offer4","0.3",-0.15,-123,-29,"0"
"637656f618065b68614915b0","offer5","0.15",-0.2,-376,42,"1"
"637656f618065b68614915b0","offer6","0.05",-0.25,-358,80,"1"
"637656f618065b68614915b0","offer7","0.45",0.15,73,73,"0"
"637656f618065b68614915b0","offer8","0.4",0.05,-75,-3,"0"
"637656f618065b68614915b0","offer9","0.35",0.05,-25,-22,"0"
"637656f618065b68614915b0","offer10","0.05",-0.3,-357,62,"1"
"637656f618065b68614915b0","offer11","0.35",-0.05,-101,-7,"0"
"637656f618065b68614915b0","offer12","0.25",0.05,-28,-1,"0"
"637656f618065b68614915b0","offer13","0.2",-0.15,-285,-24,"1"
"637656f618065b68614915b0","offer14","0.5",0.2,52,60,"0"
"637656f618065b68614915b0","offer15","0.5",0.3,174,116,"0"
"637656f618065b68614915b0","offer16","0.1",-0.25,-411,69,"1"
"637656f618065b68614915b0","offer17","0.4",0.05,4,34,"0"
"637656f618065b68614915b0","offer18","0.2",-0.15,-408,-42,"1"
"637656f618065b68614915b0","offer19","0.25",-0.1,-81,0,"0"
"637656f618065b68614915b0","offer20","0.3",-0.1,-134,3,"0"
"5c101f812a1a620001f04007","offer1","0.35",-0.05,-69,-164,"0"
"5c101f812a1a620001f04007","offer2","0.2",-0.1,-143,-260,"1"
"5c101f812a1a620001f04007","offer3","0.05",-0.3,-408,103,"1"
"5c101f812a1a620001f04007","offer4","0.3",-0.05,-64,-116,"1"
"5c101f812a1a620001f04007","offer5","0.45",0.05,47,83,"0"
"5c101f812a1a620001f04007","offer6","0.25",-0.05,-219,-276,"1"
"5c101f812a1a620001f04007","offer7","0.15",-0.1,-165,-259,"1"
"5c101f812a1a620001f04007","offer8","0.05",-0.1,-255,157,"1"
"5c101f812a1a620001f04007","offer9","0.1",-0.1,-271,-287,"1"
"5c101f812a1a620001f04007","offer10","0.2",0,-51,-64,"1"
"5c101f812a1a620001f04007","offer11","0.25",-0.2,-252,-374,"1"
"5c101f812a1a620001f04007","offer12","0.35",-0.05,2,-26,"0"
"5c101f812a1a620001f04007","offer13","0.4",0.2,202,122,"0"
"5c101f812a1a620001f04007","offer14","0.5",0.35,128,224,"0"
"5c101f812a1a620001f04007","offer15","0.1",-0.35,-459,-16,"1"
"5c101f812a1a620001f04007","offer16","0.3",-0.05,-125,-56,"1"
"5c101f812a1a620001f04007","offer17","0.45",0.1,118,123,"0"
"5c101f812a1a620001f04007","offer18","0.15",-0.35,-466,-105,"1"
"5c101f812a1a620001f04007","offer19","0.5",0.1,33,65,"0"
"5c101f812a1a620001f04007","offer20","0.4",0.15,26,123,"0"
"639dd20ab47fd76a4fd9c2c0","offer1","0.45",-0.05,133,33,"0"
"639dd20ab47fd76a4fd9c2c0","offer2","0.45",-0.05,-242,-3,"0"
"639dd20ab47fd76a4fd9c2c0","offer3","0.15",-0.35,-383,6,"1"
"639dd20ab47fd76a4fd9c2c0","offer4","0.2",-0.3,-226,1,"1"
"639dd20ab47fd76a4fd9c2c0","offer5","0.4",-0.1,142,0,"0"
"639dd20ab47fd76a4fd9c2c0","offer6","0.3",-0.2,-180,0,"1"
"639dd20ab47fd76a4fd9c2c0","offer7","0.05",-0.45,-194,161,"1"
"639dd20ab47fd76a4fd9c2c0","offer8","0.15",-0.35,-298,4,"1"
"639dd20ab47fd76a4fd9c2c0","offer9","0.35",-0.15,-101,1,"0"
"639dd20ab47fd76a4fd9c2c0","offer10","0.1",-0.4,63,-2,"1"
"639dd20ab47fd76a4fd9c2c0","offer11","0.5",0,193,10,"0"
"639dd20ab47fd76a4fd9c2c0","offer12","0.35",-0.15,-45,1,"0"
"639dd20ab47fd76a4fd9c2c0","offer13","0.1",-0.4,-205,-8,"0"
"639dd20ab47fd76a4fd9c2c0","offer14","0.4",-0.1,-25,3,"0"
"639dd20ab47fd76a4fd9c2c0","offer15","0.25",-0.25,-125,-4,"0"
"639dd20ab47fd76a4fd9c2c0","offer16","0.25",-0.25,-161,-12,"1"
"639dd20ab47fd76a4fd9c2c0","offer17","0.05",-0.45,-210,209,"1"
"639dd20ab47fd76a4fd9c2c0","offer18","0.3",-0.2,-118,0,"1"
"639dd20ab47fd76a4fd9c2c0","offer19","0.2",-0.3,-152,46,"1"
"639dd20ab47fd76a4fd9c2c0","offer20","0.5",0,212,-7,"0"
"64467092479723cb7906e371","offer1","0.4",0.05,5,135,"0"
"64467092479723cb7906e371","offer2","0.2",-0.15,-9,-38,"0"
"64467092479723cb7906e371","offer3","0.45",0.1,68,8,"0"
"64467092479723cb7906e371","offer4","0.4",0.05,7,25,"0"
"64467092479723cb7906e371","offer5","0.1",-0.3,122,-303,"0"
"64467092479723cb7906e371","offer6","0.25",-0.1,-27,-38,"0"
"64467092479723cb7906e371","offer7","0.25",-0.25,-77,-289,"0"
"64467092479723cb7906e371","offer8","0.1",-0.3,33,-296,"0"
"64467092479723cb7906e371","offer9","0.15",-0.25,44,-320,"0"
"64467092479723cb7906e371","offer10","0.15",-0.2,79,-267,"0"
"64467092479723cb7906e371","offer11","0.45",0.1,20,141,"0"
"64467092479723cb7906e371","offer12","0.35",0.05,24,39,"0"
"64467092479723cb7906e371","offer13","0.2",-0.2,-334,-162,"0"
"64467092479723cb7906e371","offer14","0.5",0.35,35,406,"0"
"64467092479723cb7906e371","offer15","0.3",-0.1,138,110,"0"
"64467092479723cb7906e371","offer16","0.05",-0.3,-300,0,"1"
"64467092479723cb7906e371","offer17","0.3",-0.15,-41,-28,"0"
"64467092479723cb7906e371","offer18","0.05",-0.25,-380,-271,"1"
"64467092479723cb7906e371","offer19","0.5",0.05,-26,-86,"0"
"64467092479723cb7906e371","offer20","0.35",-0.05,19,70,"0"
"65a6598ce71a234ef2b83b31","offer1","0.05",-0.35,-355,85,"1"
"65a6598ce71a234ef2b83b31","offer2","0.2",-0.2,-342,-136,"0"
"65a6598ce71a234ef2b83b31","offer3","0.45",0.1,31,129,"0"
"65a6598ce71a234ef2b83b31","offer4","0.25",-0.15,-226,-259,"0"
"65a6598ce71a234ef2b83b31","offer5","0.5",0.05,-28,141,"0"
"65a6598ce71a234ef2b83b31","offer6","0.45",0.05,-7,74,"0"
"65a6598ce71a234ef2b83b31","offer7","0.5",0.1,60,109,"0"
"65a6598ce71a234ef2b83b31","offer8","0.05",-0.4,-410,120,"1"
"65a6598ce71a234ef2b83b31","offer9","0.2",-0.25,-335,-235,"0"
"65a6598ce71a234ef2b83b31","offer10","0.35",-0.15,30,-39,"0"
"65a6598ce71a234ef2b83b31","offer11","0.15",-0.2,-305,-5,"1"
"65a6598ce71a234ef2b83b31","offer12","0.3",-0.1,44,-1,"0"
"65a6598ce71a234ef2b83b31","offer13","0.1",-0.35,-361,-360,"1"
"65a6598ce71a234ef2b83b31","offer14","0.25",-0.2,47,-180,"0"
"65a6598ce71a234ef2b83b31","offer15","0.35",0,49,50,"0"
"65a6598ce71a234ef2b83b31","offer16","0.4",0,-17,0,"0"
"65a6598ce71a234ef2b83b31","offer17","0.3",-0.2,401,-22,"0"
"65a6598ce71a234ef2b83b31","offer18","0.4",0,16,19,"0"
"65a6598ce71a234ef2b83b31","offer19","0.1",-0.3,-370,94,"1"
"65a6598ce71a234ef2b83b31","offer20","0.15",-0.25,-370,77,"1"
"654287b7f8958a83a5c611fd","offer1","0.1",-0.15,23,-10,"0"
"654287b7f8958a83a5c611fd","offer2","0.05",-0.45,16,73,"0"
"654287b7f8958a83a5c611fd","offer3","0.5",0.25,75,-2,"0"
"654287b7f8958a83a5c611fd","offer4","0.45",0.05,8,-16,"0"
"654287b7f8958a83a5c611fd","offer5","0.2",-0.2,149,6,"0"
"654287b7f8958a83a5c611fd","offer6","0.2",-0.3,11,3,"0"
"654287b7f8958a83a5c611fd","offer7","0.15",-0.05,3,-9,"0"
"654287b7f8958a83a5c611fd","offer8","0.05",-0.3,1,-4,"0"
"654287b7f8958a83a5c611fd","offer9","0.35",-0.15,56,-9,"0"
"654287b7f8958a83a5c611fd","offer10","0.1",-0.4,-9,0,"0"
"654287b7f8958a83a5c611fd","offer11","0.3",0.05,0,-1,"0"
"654287b7f8958a83a5c611fd","offer12","0.25",0.05,10,-6,"0"
"654287b7f8958a83a5c611fd","offer13","0.3",0.05,29,20,"0"
"654287b7f8958a83a5c611fd","offer14","0.45",-0.05,-61,-29,"0"
"654287b7f8958a83a5c611fd","offer15","0.4",-0.1,33,16,"0"
"654287b7f8958a83a5c611fd","offer16","0.15",-0.35,-16,9,"0"
"654287b7f8958a83a5c611fd","offer17","0.25",0.05,23,7,"0"
"654287b7f8958a83a5c611fd","offer18","0.4",0.15,6,6,"0"
"654287b7f8958a83a5c611fd","offer19","0.5",0,-3,-66,"0"
"654287b7f8958a83a5c611fd","offer20","0.35",0,-45,7,"0"
"62e92ac314e2c0f89236aed1","offer1","0.5",0.25,222,350,"0"
"62e92ac314e2c0f89236aed1","offer2","0.2",-0.25,-206,197,"0"
"62e92ac314e2c0f89236aed1","offer3","0.35",0.35,47,-22,"0"
"62e92ac314e2c0f89236aed1","offer4","0.35",0.1,-13,-7,"0"
"62e92ac314e2c0f89236aed1","offer5","0.1",0.05,-62,345,"1"
"62e92ac314e2c0f89236aed1","offer6","0.3",-0.2,-340,235,"0"
"62e92ac314e2c0f89236aed1","offer7","0.2",-0.3,-448,310,"1"
"62e92ac314e2c0f89236aed1","offer8","0.4",-0.1,-221,-66,"0"
"62e92ac314e2c0f89236aed1","offer9","0.5",0,-5,202,"0"
"62e92ac314e2c0f89236aed1","offer10","0.15",-0.05,-148,242,"1"
"62e92ac314e2c0f89236aed1","offer11","0.05",-0.45,-385,248,"1"
"62e92ac314e2c0f89236aed1","offer12","0.1",0.05,-161,349,"1"
"62e92ac314e2c0f89236aed1","offer13","0.3",0.15,-77,43,"0"
"62e92ac314e2c0f89236aed1","offer14","0.05",0.05,-1,213,"1"
"62e92ac314e2c0f89236aed1","offer15","0.4",0.25,140,10,"0"
"62e92ac314e2c0f89236aed1","offer16","0.45",0.35,141,37,"0"
"62e92ac314e2c0f89236aed1","offer17","0.15",-0.25,-239,237,"1"
"62e92ac314e2c0f89236aed1","offer18","0.25",0.15,161,79,"0"
"62e92ac314e2c0f89236aed1","offer19","0.45",-0.05,-200,-24,"0"
"62e92ac314e2c0f89236aed1","offer20","0.25",-0.1,-212,201,"0"
"5fb9b9c1c62f408e51e09e32","offer1","0.1",-0.35,-397,73,"0"
"5fb9b9c1c62f408e51e09e32","offer2","0.2",-0.3,-422,-14,"0"
"5fb9b9c1c62f408e51e09e32","offer3","0.1",-0.4,-451,10,"0"
"5fb9b9c1c62f408e51e09e32","offer4","0.05",-0.45,-447,-6,"0"
"5fb9b9c1c62f408e51e09e32","offer5","0.3",-0.2,-387,-46,"0"
"5fb9b9c1c62f408e51e09e32","offer6","0.15",-0.35,-429,-37,"0"
"5fb9b9c1c62f408e51e09e32","offer7","0.05",-0.4,-424,48,"0"
"5fb9b9c1c62f408e51e09e32","offer8","0.25",-0.25,-365,-49,"0"
"5fb9b9c1c62f408e51e09e32","offer9","0.5",0,-10,-3,"0"
"5fb9b9c1c62f408e51e09e32","offer10","0.35",-0.15,-252,-150,"0"
"5fb9b9c1c62f408e51e09e32","offer11","0.2",-0.15,-139,69,"0"
"5fb9b9c1c62f408e51e09e32","offer12","0.15",-0.35,-416,10,"0"
"5fb9b9c1c62f408e51e09e32","offer13","0.25",-0.15,-307,52,"0"
"5fb9b9c1c62f408e51e09e32","offer14","0.3",-0.2,-328,-91,"0"
"5fb9b9c1c62f408e51e09e32","offer15","0.5",0.2,277,101,"0"
"5fb9b9c1c62f408e51e09e32","offer16","0.4",-0.1,-266,-120,"0"
"5fb9b9c1c62f408e51e09e32","offer17","0.45",-0.05,-49,-43,"0"
"5fb9b9c1c62f408e51e09e32","offer18","0.4",0.05,26,-11,"0"
"5fb9b9c1c62f408e51e09e32","offer19","0.35",0,28,11,"0"
"5fb9b9c1c62f408e51e09e32","offer20","0.45",-0.05,-39,-31,"0"
"65be3f5cbc9c811b418ff7cc","offer1","0.15",0,-12,32,"0"
"65be3f5cbc9c811b418ff7cc","offer2","0.15",0.05,28,81,"0"
"65be3f5cbc9c811b418ff7cc","offer3","0.3",0.1,66,-78,"0"
"65be3f5cbc9c811b418ff7cc","offer4","0.45",0.25,54,-12,"0"
"65be3f5cbc9c811b418ff7cc","offer5","0.1",0,29,-29,"0"
"65be3f5cbc9c811b418ff7cc","offer6","0.25",-0.2,284,-173,"0"
"65be3f5cbc9c811b418ff7cc","offer7","0.3",0.2,26,209,"0"
"65be3f5cbc9c811b418ff7cc","offer8","0.25",0.15,-46,240,"0"
"65be3f5cbc9c811b418ff7cc","offer9","0.35",0.25,12,-16,"0"
"65be3f5cbc9c811b418ff7cc","offer10","0.45",0.3,3,8,"0"
"65be3f5cbc9c811b418ff7cc","offer11","0.5",0.3,-40,0,"0"
"65be3f5cbc9c811b418ff7cc","offer12","0.4",0.15,21,59,"0"
"65be3f5cbc9c811b418ff7cc","offer13","0.35",0.1,27,24,"0"
"65be3f5cbc9c811b418ff7cc","offer14","0.2",0.15,-24,-46,"0"
"65be3f5cbc9c811b418ff7cc","offer15","0.2",-0.2,-10,-105,"0"
"65be3f5cbc9c811b418ff7cc","offer16","0.5",0.3,-1,-49,"0"
"65be3f5cbc9c811b418ff7cc","offer17","0.1",0.05,-30,132,"0"
"65be3f5cbc9c811b418ff7cc","offer18","0.4",0.2,76,123,"0"
"65be3f5cbc9c811b418ff7cc","offer19","0.05",-0.1,-53,-14,"1"
"65be3f5cbc9c811b418ff7cc","offer20","0.05",-0.05,-144,-57,"1"
"62faba5f904642df812944fa","offer1","0.1",-0.4,-397,-2,"1"
"62faba5f904642df812944fa","offer2","0.1",-0.25,-75,10,"1"
"62faba5f904642df812944fa","offer3","0.05",-0.2,-1,-183,"1"
"62faba5f904642df812944fa","offer4","0.05",-0.1,0,-205,"1"
"62faba5f904642df812944fa","offer5","0.15",-0.2,-168,-2,"0"
"62faba5f904642df812944fa","offer6","0.15",-0.35,-161,-74,"0"
"62faba5f904642df812944fa","offer7","0.25",0.1,80,-6,"0"
"62faba5f904642df812944fa","offer8","0.2",0,136,-1,"0"
"62faba5f904642df812944fa","offer9","0.3",0.05,-67,-155,"0"
"62faba5f904642df812944fa","offer10","0.2",0,4,-196,"1"
"62faba5f904642df812944fa","offer11","0.25",0,-5,-1,"0"
"62faba5f904642df812944fa","offer12","0.3",0.05,-1,-168,"1"
"62faba5f904642df812944fa","offer13","0.35",0.2,80,2,"0"
"62faba5f904642df812944fa","offer14","0.4",-0.05,143,9,"0"
"62faba5f904642df812944fa","offer15","0.5",0.25,-95,-1,"0"
"62faba5f904642df812944fa","offer16","0.35",0.25,55,1,"0"
"62faba5f904642df812944fa","offer17","0.4",0.2,186,-6,"0"
"62faba5f904642df812944fa","offer18","0.45",-0.05,36,-7,"0"
"62faba5f904642df812944fa","offer19","0.5",0.45,239,2,"0"
"62faba5f904642df812944fa","offer20","0.45",0.15,158,11,"0"
"657cbd52949ddd9d3426dbba","offer1","0.05",-0.4,-237,-72,"1"
"657cbd52949ddd9d3426dbba","offer2","0.4",0.25,-139,-32,"1"
"657cbd52949ddd9d3426dbba","offer3","0.5",0.25,-70,-33,"0"
"657cbd52949ddd9d3426dbba","offer4","0.3",-0.15,1,-146,"1"
"657cbd52949ddd9d3426dbba","offer5","0.05",-0.3,-232,-95,"1"
"657cbd52949ddd9d3426dbba","offer6","0.5",0.25,199,-39,"0"
"657cbd52949ddd9d3426dbba","offer7","0.15",-0.25,-158,-66,"1"
"657cbd52949ddd9d3426dbba","offer8","0.25",0.15,103,130,"0"
"657cbd52949ddd9d3426dbba","offer9","0.35",-0.05,2,156,"0"
"657cbd52949ddd9d3426dbba","offer10","0.45",0.3,-1,198,"0"
"657cbd52949ddd9d3426dbba","offer11","0.1",-0.05,-243,-2,"1"
"657cbd52949ddd9d3426dbba","offer12","0.45",0.2,3,200,"0"
"657cbd52949ddd9d3426dbba","offer13","0.15",0.1,331,-2,"0"
"657cbd52949ddd9d3426dbba","offer14","0.2",-0.05,-228,-12,"1"
